ck3_county,eu5_locations
"c_laizhou","beihai|changyi|gaomi|jiaoshui|luxiang|yexian_laizhou|ye|changyang|jimo"
"c_lakhnau","hardoi"
"c_laksmanavati","gaur|godagari|naogaon|pabna|rampur_boalla"
"c_lam_tay","fan_si_mountains2|fan_si_mountains3|lai_chau|quy_hoa|thuy_vi|van_ban"
"c_lampang","lampang|phayao|phrae|luang_prabang_range1|luang_prabang_range2|muang_ngao|nan|pua|thung_yang"
"c_lamu","lamu"
"c_lanarkshire","lanark"
"c_lancashire","blackburn|lancaster|liverpool|manchester|pennines_01|pennines_02|preston"
"c_lanciano","lanciano|chieti"
"c_landsberg","landsberg|santok|choszczno"
"c_langres","langres"
"c_langshan","alxa|bagh|bayankhot|bayannurhong|tengger_desert|ulan_buh_desert|urad"
"c_langya","linyi|xintai|yishui"
"c_langzhou","wuling|longyang|taoyuan|yuanjiang|talang|tongguan_yuanjiang|yuanjiang_yuanjiang"
"c_langzhou_1","langzhong|cangxi|nanbu"
"c_lanzhou","lanzhou|adeqiu|gongshan|lanzhou_lanzhou|luzhang|nushan|zhiziluo|zhuluo|hehe|jingle"
"c_lanzhou_1","lanzhou|jincheng|didao"
"c_lapusna","chisinau"
"c_lar","lar|darz|dehtal|fin|ruydar"
"c_lasta","antalo|lalibela|sokota|doba"
"c_lecce","lecce|brindisi"
"c_leczycka","leczyca|lodz|orlow|zgierz"
"c_legnica","legnica|boleslawiec|jawor|wolow|zlotoryja|glogow|gora|kozuchow|szprotawa|zielona_gora"
"c_leh","leh|shey"
"c_leicestershire","bosworth|leicester|loughborough|rutland"
"c_leinster","wexford|carlow|ferns|new_ross"
"c_leizhou","haikang|qingdao|suixi|xuwen|zhanchuan"
"c_lena","charang|kenkeme|nuochakha|tit_ebya|toyon_ary|tyokhtyur|ulakhan_an"
"c_lenggu","muli|kheong|waerhdje"
"c_lenghu","altun_shan2|altun_shan3|balgatai|chogyal_khar|dongbabuxun_lake|dsun|gashun|gongtai_ji_naier_lake|hala_lake|kunlun6|kunlun7|nalinggele|north_hulsan_lake|qilianshan3|temirlik|tsaidam|tsaidam_dunes|yuka"
"c_lennox","dumbarton|glasgow"
"c_leon","leon|east_cantabrian_mountains|mansilla|riano|sahagun|sarria|villablino"
"c_lepsink","bole"
"c_leraba","korhogo"
"c_lesbos","lemnos|imbros|mitilene|molyvos|sporades"
"c_leuchtenburg","kulmbach|bayreuth"
"c_lhagang","lhagang"
"c_lhari","lhari"
"c_lhasa","lhasa|samye"
"c_lhatok","jomda"
"c_lhunze","chikchar|gonpatsi|himalaya18|lake_puma_yumco|lho_taklung|lhodrak|tragor|trigu|yamdrok_lake|zangchen"
"c_lhunzhub","damzhung|drigung|galo|gyama|lhasa|nyainqentanglha1|taklung|tsora|tsurphu"
"c_liangzhou","wuwei|shenwu"
"c_lianzhou","lianzhou|anyuan_lianzhou|gaoyang|hepu|lingshan|ruxi|xiaodong|changning|lanshan|leiyang|linwu|pingyang_guiyang|lianshan|yangshan"
"c_lianzhou_1","lianzhou|hepu"
"c_liao_fengzhou","fengzhou"
"c_liaoquan","ganzhou|hongshui|liyuan|qidaban|qilian|qilianshan1|shandan"
"c_liaozhou","heshun|liaoshan|yushe|fenxi"
"c_lidong","chengmai|lehui"
"c_liebnitz","leibnitz|maribor"
"c_liege","liege|limbourg|st_vith|stavelot|la_roche"
"c_lienz","lienz"
"c_lika","crikvenica|dinaric_alps9|kaseg|krk|otocac|pag|rijeka|senj"
"c_lille","lille|aire"
"c_limousin","aixe|limoges|nontron|segur|st_leonard|thiviers|chalus|ventadour|turenne|tulle|ussel"
"c_lincolnshire","boston|grantham|grimsby|lincoln|louth|spalding"
"c_lingtsang","gegong|hengduanshan8|longtang|mangge|sershul"
"c_lingxi","xizhou"
"c_lingzhou","lingzhou|dingyuan_lingzhou|ningxia|yanchi|lingwu"
"c_lingzhou_1","lingzhou|renshou|jingyan"
"c_linjiang","linjiang|qingjiang|xingan_linjiang|xinyu|xingan|goupingguan|hanyin|ningshan|pingli|shiquan|xicheng|xunyang|ziyang_xingan"
"c_linlithgowshire","linlithgow"
"c_linz","linz|steyr"
"c_linzhou","linzhou|xintai"
"c_lippe","buren|detmold|hoxter|lippstadt|paderborn|rietberg|soest|warburg"
"c_lipto","liptovsky_mikulas|oravsky_podzamok|povazska_bystrica|trencin|turciansky_svaty_martin|western_carpathians1|western_carpathians2|zilina"
"c_lisboa","santarem|setubal"
"c_lisieux","lisieux"
"c_litang","litang"
"c_litomerice","litomerice|decin"
"c_liuzhou","laibin|liucheng|maping|wuxian_liuzhou|yangshou|luorong|dayaoshan|lipu|yangshuo"
"c_livs","parnu|viljandi"
"c_liyang","liyang|hezhou|cili|anxiang|gongan|huarong"
"c_liyang_2","liyang|hanshan"
"c_lizhou_2","lizhou|miangu"
"c_ljubljana","ljubljana"
"c_lleida","lleida|agramunt|prades"
"c_lnj_liaoxi","baitan|kuanhe_xingzhou|limin|liuyuan|niushan|taipingzhuang|xiabancheng|yanshan_mountains1|yixingzhou|zhangsanying"
"c_lnj_liaoxibei","liping"
"c_lobdaburg","hof"
"c_lobi","boromo|kirikongo"
"c_lobo","fresco|grand_lahou|guinean_jungle|san_pedro|sassandra"
"c_logudoro","alghero|bitti|bosa|castelsardo|macomer|ozieri|sassari|thiesi"
"c_lolland_falster","assens|falster|navskov|odense|svendborg"
"c_lombardia","milano|legnano|rho|varese|monza|como|lake_como|lecco|rhaetian_alps5|treviglio"
"c_lomzynska","lomza|kolno|ostroleka|wizna|zambrow"
"c_long_hung","kengtung|mong_hpayak|mong_hsat|mong_yang|mong_yawng|mongping|kengtawng|lai_hka|mawkmai|mongkung|mongnai|mongtung|longchuan|luchuan_mangshi|mangshi|namsam_range"
"c_longde","longde|luzhou|shangdang|lucheng|xiangyuan"
"c_longzhou","jiangyou|qingchuan"
"c_longzhou_2","qianyang|wushan"
"c_lop_buri","sri_thep|mueng_rat|phuenchapura"
"c_lori","lori|kayan"
"c_loropeni","loropeni"
"c_lothian","dunbar|edinburgh|linlithgow|stirling"
"c_loulan","loulan"
"c_lower_dniepr","nikopol"
"c_lower_galatia","aksaray|hacibektas|insuyu|kirsehir|kochisar|kulu_turkey|lake_tuz|nevsehir|sariyahsi|urgup"
"c_lozova","pokrovsk"
"c_luang_prabang","muang_sua"
"c_lubeck","lubeck|eutin|heiligenhafen|lauenburg|ratzeburg|kiel"
"c_lubelska","lublin|janow_lubelski|kazimierz|lubartow|lukow|urzedow"
"c_lubusz","lebus"
"c_lucca","lucca|fosdinovo|massa|north_apennines|pescia|pistoia|prato"
"c_ludrava","ludrava|jaisalmer|pokhran|ramgar|thar_desert|thar_desert_2|thar_desert_bikaner"
"c_lujiang","lujiang|luzhou|hefei|chao|shucheng"
"c_luki","kholm"
"c_lukoml","hlybokaye"
"c_lumbini","lumbini|gulmi"
"c_luneburg","luneburg|uelzen|celle"
"c_lunggar","ang_laren_lake|dawa_lake|gangdise2|gangdise7|gyesar_lake|lake_trati_nam|lunggar1|mendong|palung_lake|rinchen_lake|samten|selephu|takkyel_lake|taruo_lake|zabuye_lake"
"c_luni","genoa|lavagna|sarzana"
"c_luntai","bugur"
"c_luobupo","bailongdui|dashahai|kumtag1|kumtag2|kumtag3|lop_lake|loulan|miran"
"c_luodian","luodian"
"c_luozhou","lianjiang|shilong|wuchuan"
"c_luristan","aligurdaz|borborud|borujerd|dorud|gerit|sibak"
"c_lusignan","lusignan|niort"
"c_luuq","luuq"
"c_luxembourg","luxembourg|bastogne|vianden"
"c_luxi","luxi|yuanling|chenxi|xupu"
"c_luyang","luyang"
"c_luzhou_2","luzhou|luchuan|hejiang"
"c_lviv","lviv|bereschany|brody|yavoriv|zhovkva|zvenyhorod|busk|buchach"
"c_lxj_fengzhou","fengzhou|yongfeng"
"c_lxj_huanzhou","huanzhou"
"c_lxj_yangchengzhou","yangcheng"
"c_lxj_yunneizhou","zhenwu"
"c_lxj_yuyidong","baochang|fuzhou|gaoyuan|weining|yanshan_mountains2|zhongdu"
"c_lycandus","comana"
"c_lycaonia","eregli_kar|eskil|hatunsaray|karapinar|larende|middle_taurus_1|obruk|pirloganda"
"c_lycia","antalya|elmali|finike|istanoz|kas"
"c_lydia","adranos|bursa|dursunbey|harmancik|iznik|lake_iznik"
"c_lyon","lyon|villars|beaujeu"
"c_lysva","lysva"
"c_lyubim","lyubim"
"c_lzj_chengde","xinghua"
"c_lzj_chengdexi","baochang|fuzhou|gaoyuan|weining|yanshan_mountains2|zhongdu"
"c_ma_linh","amarendrapura|annamese_range5|phon_nha|visnupura|vrddha_ratnapura"
"c_maab","al_quwayrah|amman|aqaba|karak|maan|madaba|shoubak|sughar"
"c_maan","maan"
"c_maastricht","maastricht|eindhoven"
"c_macon","macon|semur_en_brionnais"
"c_macva","debrc|krupanj|sabac|valjevo|uzice"
"c_madaya","hsipaw|kyaukme|monglong|ngasingu|wetwin"
"c_madeira","funchal|porto_santo"
"c_madhupur","pabna"
"c_madoi","madoi"
"c_madrid","madrid|alcala_de_henares|colmenar|el_escorial|maqueda"
"c_madurai","madurai|tirunelveli|kayal"
"c_mae_hong_son","mae_hong_son"
"c_mafaza","anarak_jondaq_corridor|dasht_kavir1|dasht_kavir2|dastgerdan|hamun_dasht_kavir|jondaq|korit|ribat_ushturan|ribat_ushturan_jondaq_corridor|saghand|tabas_al_tamr|tabas_al_tamr_ribat_ushturan_corridor"
"c_magadha","bihar_sharif"
"c_magdeburg","magdeburg"
"c_maghas","grigoropolisskaya|petrovskoye_pontic|shad_kirman|stavropol|uspenskoye"
"c_magwe","magway|pagan|salay|talok|taungdwingyi"
"c_mahdiya","monastir|susa"
"c_mahishaka","belur|dvarasamudra|haleri|hassan_karnataka|kadur|mankunda|mysore|nanjanagud|narsipur|sathyagala|seringapatam|shravanabelagola|srigangapatna|ummatur|western_ghats_haleri"
"c_mahoba","mahoba|chitrakuta|rath"
"c_mahra","abdalkuri_island|dhufar|hadibu|khalfut|mirbat|qishn|qulensya|raysut|balhaf"
"c_mahur","mahur|sirpur|nirmal|manikdrug"
"c_maine","le_mans"
"c_mainling","himalaya19|metog|rigyal|tirkong"
"c_mainz","mainz|wiesbaden|katzenelnbogen"
"c_mait","basud|kalapang|lake_naujan|mamburao|mangarin|haylan"
"c_makhir","burao|erigavo|garoowe|haylan|maduna|qardho|somalian_mountains"
"c_malaga","malaga|antequera|marbella|ronda|velez_malaga"
"c_malagon","malagon"
"c_malbork","malbork|elblag"
"c_maldives","addu_atoll|male_atoll|nilandhe_atoll|thiladhunmathi_atoll"
"c_maldwyn","penllyn|machynlleth"
"c_malindi","malindi|ungwana"
"c_mallabhum","bishnupur|bankura|barabhum|chandrakona|hijli|madaran|raipur_bengal|tamluk"
"c_mallorca","ciudadela_de_menorca|ibiza|manacor|palma|pollensa"
"c_malta","malta"
"c_mamadych","kabachischi|kiknur|kutarka|morki|sernur|urzhum|yaransk|yoshkar_ola"
"c_mamprusi","bimbilla|djougou|sokode|tirekka|bawku"
"c_man","tura"
"c_mana","bolshoy_uluy|itatsky|kazachinskoye|makovskoe|tyukhtet"
"c_manaka","kashkanteniz|kyzylsay|moiynty|mukur|zhamshy"
"c_manatau","kiyl|koptam|mavliberda|uil"
"c_mandab","al_mandab|musaymir|adan|al_arah|al_mafalis|lahj|zinjibar"
"c_mandapika","alirajpur|bijagarh|handia|khandwa|khategaon|maheshwar|mandleshwar|mandu"
"c_mandavyapura","siwana|osian"
"c_mandestan","firuzabad|bandar_deyr|dehram|kalameh|khormoj|riz|karzin"
"c_mangnai","kengtawng|lai_hka|mawkmai|mongkung|mongnai|mongtung"
"c_mangra","muxihe|qinlingshan1|quge|sailahai|zeku"
"c_mangyshlak","dead_kultuk|dead_kultuk_sor|kabakty|karatobe_mangyshlak|ketik_kala|kyzylkala"
"c_manikpur","manikpur|bhadohi|mungra|raebareli|unnao"
"c_manipur","imphal|loktak_lake|naga_hills1|naga_hills2|thoubal"
"c_mansfeld","sangerhausen"
"c_mansura","mansura"
"c_manthang","dolpo"
"c_mantua","goito|mantova|ostiglia|guastalla"
"c_manturovo","manturovo|kostroma|nerekhta|ostrovskoye|sudislavl|yakovlevskoye_bolshoye|chukhloma"
"c_maozhou","baoning_maozhou|shiquan_maozhou|wenchuan|wenshan|yishui"
"c_maqen","amnye_machen|bayan_har|darlag|lab_lake|lungkya|madoi|ngoring_lake|zhaling_lake"
"c_maqu","dartang|droge|metsang|takden"
"c_maragha","heris|maragheh|qaradagh_mountains3|qaradagh_mountains4|sarab|tabriz|tufarqan|ujan"
"c_maralbeshi","artush|barchuk|kashgar|maralbexi|payzawat|tian_shan1|tokkuzak|yingisar|yopurga"
"c_marash","marash|afsin|elbistan|enguzud|goksun|kapan|middle_taurus_8|ulnia"
"c_marburg","marburg|nidda|budingen|wetzlar"
"c_mareeg","mareeg|el_buur"
"c_mari-turek","kabachischi|kiknur|kutarka|morki|sernur|urzhum|yaransk|yoshkar_ola"
"c_mark","altena|arnsberg|attendorn|berleburg|brilon|meschede|siegen"
"c_markam","dzogang|mengung|tsakhalkho"
"c_marmaros","cuhea|eastern_carpathians1|eastern_carpathians2|khust|mezhorje|rakhiv|sighet"
"c_marrakesh","marrakesh|aghmat|hanimmei|middle_high_atlas|naffis|tamdegost|tinmel|western_high_atlas1"
"c_marsabit","garreh|north_dahalo|north_sakuye|south_sakuye"
"c_marsan","bazas|belin|condom|nerac|sauveterre_de_guyenne"
"c_martyuba","vetluga|vokhma"
"c_marvarrud","barkdiz"
"c_masa","binder|bongor|doba|goundi|lame|mbara"
"c_masabadhan","aleshtar|khorramabad|kuhdast|pol_dokhtar|sarab_dowreh"
"c_masalit","ain_farah|kabsoru|kebkabiya|kujunung|mornei|towing|uri"
"c_masin","timbedra"
"c_massawa","massawa"
"c_massina","dia|mara|jita|joluo|kuria|mumias|west_eastern_rift_mountains|shoma"
"c_mathura","mathura|agra"
"c_matya","bondari|kirsanov|mordovo|morsha|rasskazovo|sasovo|staroyuryevo|tambov|uvarovo|zherdevka"
"c_mau","touba"
"c_mayo","mayo|ballaghaderreen|burrishoole|castlebar|erris|lough_conn|lough_mask|sligo"
"c_mayyafariqin","mayyafariqin"
"c_mazandaran","al_mamtir|amol|chalus|elburz_mountains5|elburz_mountains6|kojur|tonekabon"
"c_mazongshan","mazongshan"
"c_mearns","aberdeen"
"c_meaux","meaux"
"c_mecca","mecca|al_jumum|al_lith|dhat_irq|ghumayqah|jeddah|yalamlam|khulays|al_abwa|al_juhfah|al_muthainiyah|ar_rayyan|asfan|qudayd"
"c_mecklenburg","wismar|ratzeburg|schwerin|butzow|doberan|grabow|grevesmuhlen|hagenow|rostock|parchim"
"c_medantaka","bahadamer|gudamalani|khed|kiradu|kurki|mandore|osian|pali|phalvardhika"
"c_medapata","nagahrada"
"c_medellin","medellin"
"c_medelpad","alfta|havero|hogdal|hudiksvall|selanger|soderala"
"c_medina","medina|al_furaish|al_hegrieah|as_suwaydirah|khalis_medina"
"c_medjerda","beja_TUN|el_kef|el_ksour|jama_TUN|medjez_el_bab|souk_el_arba|thagaste"
"c_meissen","meissen"
"c_meizhou","meizhou|danleng|pengshan|qingshen"
"c_meizhou_1","meizhou|chengxiang"
"c_meknes","meknes|baht|sefrou"
"c_melilla","melilla"
"c_melitene","arguvan"
"c_mema","balle|diara|east_erg_aoukar|koumbi_saleh|nema|timbedra|walata"
"c_memar","bairab"
"c_memel","memel|taurage"
"c_menas","menas"
"c_menorca","ciudadela_de_menorca|ibiza|manacor|palma|pollensa"
"c_mentawai","siberut|sipura|batu"
"c_merida","merida|azuaga|llerena|monesterio|montanchez|zafra|trujillo|escurial|herrera|puebla_de_alcocer"
"c_merioneth","harlech"
"c_meroe","abu_hamed|berber|dongola|karima|kerma"
"c_mersenburg","merseburg|leipzig"
"c_merv","merv|barkdiz|karakum_desert3|karakum_desert4|karakum_desert5|karakum_desert6|pandjih|sinj"
"c_mesembria","varna|karvuna"
"c_mesopotamia","adakli|bingol|cemisgezek|genc|harput|keban|kuzucan|lake_hazar|mercan_mountains_1|mercan_mountains_2|palu|pertek|sivrice"
"c_messenia","kalamata|kyparissia|leuktron|modon|peloponnesian_mountains2|karytaina|tripolitsa|veligosti"
"c_messina","messina|cefalu|catania"
"c_messukyla","birkala|bjorneborg|hvittis|ikalis|nasisalki|orivesi|raumo|sastamala|sastmola"
"c_metz","metz|saarburg"
"c_metzovo","arta|ioannina|parga|pindus_mountains7|preveza|pyli"
"c_mianzhou","mianzhou"
"c_miastko","miastko|szczytno"
"c_middlesex","london"
"c_midnapore","bankura|barabhum|bishnupur|chandrakona|hijli|madaran|raipur_bengal|tamluk"
"c_mikawa","hekikai|hoi|kamo_mikawa|shitara|kamo"
"c_miliez","milicz|olesnica|namyslow|sycow|trzebnica"
"c_millau","millau"
"c_millerovo","millerovo"
"c_mimasaka","aita|kume|mashima|tomata"
"c_minbu","salin|arakan_mountains1|laungshe|ngape|sagu"
"c_minden","minden|diepholz|hoya"
"c_mingzhou","yongnian|handan|fuyang"
"c_mingzhou_1","xiangshan|cixi"
"c_mino","mino|ena|fuwa_mino|gujou|ikeda|katagata|minokamo|mugi|toki|fuwa"
"c_minsk","minsk|chervyen|koidanova|marjina_horka|rakau|stowbtsy|svislach|lahoysk|begoml|byerazino|ilya|krasnoe|smalyavichy|barysaw|bobr|krupki|lukolm|lyubashany"
"c_minzhou","minzhou|tanchang|xigu"
"c_mithila","darbhanga|janakpur_nepal|jhanjharpur|madhubani|siraha|sitamarhi|hajipur"
"c_mizhou","anqiu|changle|wulian|zhucheng|gaomi|jiaoxi"
"c_modena","modena|frassinoro|mirandola|nonantola|canossa"
"c_modrus","karlovac|petrinja|sisak|slunj|varazdin|zagreb"
"c_moeng_laem","mong_yang"
"c_moeng_long","muang_sing|chom_khao_maneerat|hongsa|muang_luang_phukha|muang_xay|phou_mountains|vieng_phouka"
"c_mogadishu","mogadishu|warsheikh"
"c_mohadavasaka","idar"
"c_molina","medinaceli|siguenza"
"c_momauk","waingmaw"
"c_mombasa","mombasa"
"c_monferrato","acqui|asti|casale"
"c_mongnai","mongnai|kengtawng|lai_hka|mawkmai|mongkung|mongtung"
"c_monkh_saridag","bii|choigan|eastern_sayan_mountains1|systyg"
"c_monmouthshire","monmouth"
"c_montaigu","montaigu|talmont"
"c_montargis","montargis"
"c_monterrei","barco_de_valdeorras|ginzo_de_limia|monterrey|ourense|ribadavia|viana_bolo"
"c_montpellier","montpellier|nimes"
"c_monyin","shwegu"
"c_mora","mora|asaita|killelu|mora_eth|ucles|ocana|alcazar_de_san_juan|chinchon|consuegra|tomelloso"
"c_morarna","ragunda"
"c_moray","badenoch|cairngorm|elgin|inverness|loch_ness|urquhart"
"c_more","kalmar"
"c_mosala","pithapuram"
"c_moskva","kolomna|khatun|koshira|przemysl_moscow|serpukhov|vysokoye|dmitrov"
"c_mosul","mosul|al_sinn|balad|duhok|qayyarah|sinjar|tal_afar"
"c_mosynopolis","xanthia|traianopolis|thasos"
"c_moura","moura|serpa"
"c_mozhaysk","mozhaysk|borovsk|maloyaroslavets|medyn|vereya|vetza|lotoshino"
"c_mozhou","wenan|qingyuan|anhua_huanjiang|hechi|libo|sien|xincheng_xincheng|yishan"
"c_mrima","pangani|mkwaja"
"c_mto_galana","agikuyu|kitui|oda_boru_ruva|south_dahalo|wenje"
"c_muang_fa_daet","khon_kaen"
"c_mudgagiri","deoghar|dumka|jangipur|mandar_parvat|rajmahal|teliagarhi"
"c_mudug","awrtable|ceeldheer|dusmareb|el_buur|el_hamurre|galkayo"
"c_mueang_phra_rot","rayong|chanthaburi_jungle|dong_si_maha_phot|muang_khuan_kra_buri|phanat|sa_kaeo"
"c_mugan","varsan"
"c_mugodzhar_hills","chet_irgiz|irgiz|karasay|kayrakty|sazanbay"
"c_mukdahan","mukdahan"
"c_mulaka","ahmednagar|bir|dahrur|daulatabad|jalna|nander|pathri|qandhar|udgir"
"c_multan","multan|tulamba"
"c_muluvagil","padaividu"
"c_muluya","ameskour|debdou|east_high_atlas|guercif|midelt|namalata|north_middle_atlas|sefrou|south_middle_atlas2|tabarida|taza|terrest|tezerghe"
"c_mumo","alyanbulag|baibalyk|kharkhul|mori_baridag|tarvagatai"
"c_munchen","garmisch|miesbach|schongau|tolz|weilheim"
"c_munda","bengmara|dibrugarh|konwargaon|lakhimpur|ziro"
"c_munio","nguru|biriri|garandoili|garun_gabas"
"c_munjan","araska|fayzabad|hindu_kush2|hindu_kush3|hindu_kush4|jurm|pamir3|sar_sang|zebak"
"c_munster","munster|warendorf|soest"
"c_murcia","murcia|cartagena|lorca|mula|cieza"
"c_murom","murom|gorbatovo|klepiki|melenki|shatur|starodub_votsky|pavlovo"
"c_murun_tomis","karasu|kiikkol_lake|sarykopa|sarykopa_lake|saryozen|ulkayak"
"c_murzuk","murzuk"
"c_murzzuschlag","murzzuschlag"
"c_musashi","adachi_kanto|chichibu|hanzawa|hiki|saitama|tachibana|tama|toshima_kanto|adachi|toshima"
"c_muscat","masqat|qalhat|sur"
"c_mushun","aksumbe|gulshara|kyzylkorgan|moiynkum_desert|ran|sozak|tasty"
"c_mustasaari","karleby|kaustby|koppo|korsholm|lappo|pedersore|storkyro|vora"
"c_muya","bratsk|chuva|nizhneudinsk|siberia_kuytun|siberian_wasteland_17|staraya_zima"
"c_muze","fan_si_mountains1|luokong|muong_te|nalou|phong_tho|situo"
"c_muzhou","jiande|suian"
"c_myeongju","myeongju|samcheok|ingnyeong|uljin"
"c_myitkyina","myitkyina"
"c_mysia","balikesir|balya|bergama|bigadic|edremit|lake_manyas|lake_uluabat|manyas|mihalic|soma|susurluk"
"c_nabadwipa","chandrabad|jessore|jhenaidah|maheshpur|nadia|pipli|sreepur"
"c_naddula","bhilwara"
"c_naga","naga|dikhu|liangmei|rongmei_naga|viswema"
"c_nagarze","chikchar|gonpatsi|himalaya18|lake_puma_yumco|lho_taklung|lhodrak|tragor|trigu|yamdrok_lake|zangchen"
"c_nagato","abu|asa|mishima_island|ootsu|toyoura"
"c_nagauda","makrana"
"c_nagchu","barom|nakchu|rongpo"
"c_nagormo","altun_shan2|altun_shan3|balgatai|chogyal_khar|dongbabuxun_lake|dsun|gashun|gongtai_ji_naier_lake|hala_lake|kunlun6|kunlun7|nalinggele|north_hulsan_lake|qilianshan3|temirlik|tsaidam|tsaidam_dunes|yuka"
"c_naimisa","bahraich|balrampur|gonda|shravasti|tulsipur|lakhimpur"
"c_naissus","svrljig|pirot"
"c_najera","najera|logrono|arnedo"
"c_najran","najran|sada"
"c_naju","naju|haenam|hekusando|hwasun|jangheung|jindo|muan|yeonggam|yeonggwang"
"c_nakhon_pathom","ayodhya|chaisri|dong_lakhon|kanchanaburi|lopburi|prachinburi|ratchaburi|sankamphaeng_mountains|saraburi|suphanburi|wang_pho"
"c_nakhshab","bukhara|chiroqchi|dengizkul_lake|firabr|kish_shahrisabz|koson|muborak|paikend|tim_samarkand"
"c_nakkavaram","austen_harbour|barren_island_coast|indonesia_high_sea4|indonesia_high_sea5|indonesia_high_sea6|indonesia_high_sea7|indonesia_high_sea8|indonesia_high_sea9|inner_nicobar_channel|inner_sombrero_channel|woodmason_bay"
"c_naldurg","ausa"
"c_nallamala","amaravati"
"c_nalu","bissagos|boke|iles_de_los|rio_grande|rio_nunez|rio_pongo"
"c_nam_dinh","thanh_hoa|co_dang|khet_theu|nga_lac|quan_da_chau"
"c_namandiru","mboune|linguere"
"c_namastau","koskuduk|manysai|shagan|ushkan|zhaksy_karasay"
"c_namdalfylki","levanger|lierne|namdal|orland|snasa|steinkjer"
"c_namur","namur|dinant|orchimont|walcourt"
"c_namwon","namwon|imsil|jeongeup|musong|jinan"
"c_nan_asia","nan"
"c_nanan","nanan|chongyi|dayu|nankang|shangyou|anyi|duchang|jianchang|poyang_lake|xingzi"
"c_nancy","nancy|epinal|salm"
"c_nandana","lund"
"c_nandian","nandian"
"c_nang","buchu|daklha_gampo|gyamda|nyainqentanglha2|nyainqentanglha3|zhokha"
"c_nangqen","chodrak|gechak|jang_tana|nangchen|pelme|tanggula1|zurmang_namgyaltse"
"c_nanjian","shunchang|youxi|jiangle"
"c_nankang","nankang|anyi|duchang|jianchang|poyang_lake|xingzi|pengze|hukou"
"c_nanping","nanping|guiping|guizhou_xunzhou|luoxiu|pingnan|watang"
"c_nantes","nantes|guerande|chateaubriant"
"c_nanumba","banamba|goumbou|guire|mourdiah|sagala|sosso"
"c_nanxi","nanxi|rongzhou|yibin"
"c_nanzhou","nanchuan"
"c_napoli","caserta|gaeta|naples|nola|piedimonte|sora|venafro"
"c_naqis","aydhab|badi|deraheib|east_nubian_desert|horn_desert_corridor1|horn_desert_corridor2|horn_desert_corridor3|south_eastern_desert|suakin"
"c_narim","ket|melnikovo|molchanovo|pervomayskoye|tomsk"
"c_narke","riseberga"
"c_narva","narva|poltsamaa"
"c_narym_DZU","kurchum|kandysu|kokpekty|shar|zaysan|zyryan"
"c_nasaiya","andijan|arslanbob|gulcha|jalalabad_fergana|uzkand|quba|marghinan|orgelet|poligny|pontarlier|saint_claude|salins_les_bains"
"c_nasibin","barqaid|dara"
"c_nasrabad","arslanbob|sarybulak|arkat|kaynar_atbai|takhir|zhanaarka"
"c_nassau","siegen|diez"
"c_natangia","balga|brandenburg_prussia|fischhausen|gerdauen|insterburg|konigsberg|wehlau"
"c_naumberg","beeskow|calau|cottbus|guben|lubben|luckau|spremberg|zossen"
"c_naumburg","naumburg|altenburg"
"c_naushki","eastern_sayan_mountains3|eringiin|khatgal|lake_khuvsgul|uur"
"c_navarra","pamplona"
"c_navasarika","nandurbar"
"c_naxos","naxos|amorgos|andros|kythnos|milos|mykonos"
"c_ndenye","banda_ahenkro|begho|bondoukou|bono_manso|dormaa|kintampo|sampa|techiman"
"c_neamnt","roman"
"c_nebit_dag","dehistan|faraveh|ganlygala|gazanjyk|jargalan|maraveh|sarlawuk|small_balkhan"
"c_nedenes","amli|flekkefjord|lindesnes|oddernes|otredal|oyestad|sirudal|sondeled"
"c_nedersticht","utrecht|amersfoort"
"c_negev","al_quwayrah|amman|aqaba|karak|maan|madaba|shoubak|sughar"
"c_nellore","nellore|kalahasti"
"c_neopatras","neopatras|bodonitsa|gravia|zetounion"
"c_neramkary","verkhoturye"
"c_neuchatel","neuchatel|basel|bienne|delemont|lake_neuchatel|solothurn|pontarlier"
"c_neufchateau","arches|darney|epinal|mirecourt|neufchateau_des_vosges|saint_die"
"c_nevers","nevers"
"c_ngawa","dartang|droge|metsang|takden"
"c_nghe_an","chi_la|nghe_ann|nhat_nam|tho_hoang|dien_chau|muang_sam_tai|quy_chau|quynh_lam"
"c_ngoenyang","chiang_saen|chiang_rai|chiang_khong|daen_lao_range|phayao|wiang_fang"
"c_ngoring","amnye_machen|bayan_har|darlag|lab_lake|lungkya|madoi|ngoring_lake|zhaling_lake"
"c_niani","niani"
"c_nias","simeulue"
"c_nice","nice|grasse|maritime_alps1|puget_theniers|barcelonnette|digne"
"c_nicopolis","arta|angelokastron|vonitsa"
"c_nicosia","paphos"
"c_niebla","niebla|huelva|almonaster_la_real|aracena|aroche|ayamonte|puebla_de_guzman|zafra"
"c_nih","doroh"
"c_nihawand","asadabad|bisotun|malayer|nahavand|sonqor|zagros_mountains10|zagros_mountains11|zagros_mountains9"
"c_nikaea","adranos|bursa|dursunbey|harmancik|iznik|lake_iznik"
"c_nikki","nikki|kandi|babana|banikoara|kouande|segbana|sori|agbonle|bussa|kaiama"
"c_nikopolis","lovech"
"c_ningduzhou","yudu|huichang|qianhua|ruijin"
"c_ninive","al_sinn|balad|duhok|mosul|qayyarah|sinjar|tal_afar"
"c_niomi","albreda|djilor|juffure|kahone|sine_ngayene|sorokogne|wanar"
